"","ID","TotID","Year","Plot","SPP","Status","RWI.x","gini.x","PmET.x","CMD.x","tCWD.x","mTMX.x","mTMN.x","tPPT.x","TerraDEF.x","TerraPDSI.x","cindex.x","mHSF.x","sdHSF.x","mLumenLength.x","sdLumenLength.x","mdblwall.x","sddblwall.x","mHSFsl.x","sdHSFsl.x","c(TotID)","RWI","gini","PmET","CMD","tCWD","mTMX","mTMN","tPPT","TerraDEF","TerraPDSI","cindex","mHSF","sdHSF","mLumenLength","sdLumenLength","mdblwall","sddblwall","mHSFsl","sdHSFsl","RWI.x1","gini.x1","PmET.x1","CMD.x1","tCWD.x1","mTMX.x1","mTMN.x1","tPPT.x1","TerraDEF.x1","TerraPDSI.x1","cindex.x1","mHSF.x1","sdHSF.x1","mLumenLength.x1","sdLumenLength.x1","RWI.x2","gini.x2","PmET.x2","CMD.x2","tCWD.x2","mTMX.x2","mTMN.x2","tPPT.x2","TerraDEF.x2","TerraPDSI.x2","cindex.x2","mHSF.x2","sdHSF.x2","mLumenLength.x2","sdLumenLength.x2","RWIDEF","RWIDEF1","RWIPET","RWIPET1","RWICWD","RWICWD1","RWICMD","RWICMD1","RWIPDSI","RWIPDSI1","RWITMN","RWITMN1","mHSFDEF","mHSFDEF1","mHSFPET","mHSFPET1","mHSFCWD","mHSFCWD1","mHSFCMD","mHSFCMD1","mHSFPDSI","mHSFPDSI1","mHSFTMN","mHSFTMN1","HSFgini"
"SP1005","SP1005",4608,2017,"SP1","PIPO",1,0.717372308492073,0.473,NA,692,469.5,28.39,10.23,0.11,598,40.03,2.231605703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717372308492073,0.473,NA,692,469.5,28.39,10.23,0.11,598,40.03,2.231605703,NA,NA,NA,NA,0.717372308492073,0.473,NA,692,469.5,28.39,10.23,0.11,598,40.03,2.231605703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1017","SP1017",4609,2017,"SP1","PIPO",0,1.08601389720766,0.195,NA,692,469.5,28.39,10.23,0.11,598,40.03,13.14869819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08601389720766,0.195,NA,692,469.5,28.39,10.23,0.11,598,40.03,13.14869819,NA,NA,NA,NA,1.08601389720766,0.195,NA,692,469.5,28.39,10.23,0.11,598,40.03,13.14869819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1028","SP1028",4610,2017,"SP1","PIPO",0,1.44798101821444,0.304,NA,692,469.5,28.39,10.23,0.11,598,40.03,14.92870256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44798101821444,0.304,NA,692,469.5,28.39,10.23,0.11,598,40.03,14.92870256,NA,NA,NA,NA,1.44798101821444,0.304,NA,692,469.5,28.39,10.23,0.11,598,40.03,14.92870256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1035","SP1035",4611,2017,"SP1","PIPO",1,1.79636046595425,0.309,NA,692,469.5,28.39,10.23,0.11,598,40.03,2.674302458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79636046595425,0.309,NA,692,469.5,28.39,10.23,0.11,598,40.03,2.674302458,NA,NA,NA,NA,1.79636046595425,0.309,NA,692,469.5,28.39,10.23,0.11,598,40.03,2.674302458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1088","SP1088",4612,2017,"SP1","PIPO",1,0.135920076423795,0.583,NA,692,469.5,28.39,10.23,0.11,598,40.03,11.94916859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135920076423795,0.583,NA,692,469.5,28.39,10.23,0.11,598,40.03,11.94916859,NA,NA,NA,NA,0.135920076423795,0.583,NA,692,469.5,28.39,10.23,0.11,598,40.03,11.94916859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SP1089","SP1089",4613,2017,"SP1","PIPO",1,0.492148868688121,0.274,NA,692,469.5,28.39,10.23,0.11,598,40.03,12.450075189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492148868688121,0.274,NA,692,469.5,28.39,10.23,0.11,598,40.03,12.450075189,NA,NA,NA,NA,0.492148868688121,0.274,NA,692,469.5,28.39,10.23,0.11,598,40.03,12.450075189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1155","SP1155",4614,2017,"SP1","PIPO",1,1.4427354496048,0.415,NA,692,469.5,28.39,10.23,0.11,598,40.03,17.14663223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4427354496048,0.415,NA,692,469.5,28.39,10.23,0.11,598,40.03,17.14663223,NA,NA,NA,NA,1.4427354496048,0.415,NA,692,469.5,28.39,10.23,0.11,598,40.03,17.14663223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SP1159","SP1159",4615,2017,"SP1","PIPO",0,0.580076609016231,0.46,NA,692,469.5,28.39,10.23,0.11,598,40.03,16.48771249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.580076609016231,0.46,NA,692,469.5,28.39,10.23,0.11,598,40.03,16.48771249,NA,NA,NA,NA,0.580076609016231,0.46,NA,692,469.5,28.39,10.23,0.11,598,40.03,16.48771249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1215","SP1215",4616,2017,"SP1","PIPO",0,0.884879645937574,0.18,NA,692,469.5,28.39,10.23,0.11,598,40.03,11.65550175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.884879645937574,0.18,NA,692,469.5,28.39,10.23,0.11,598,40.03,11.65550175,NA,NA,NA,NA,0.884879645937574,0.18,NA,692,469.5,28.39,10.23,0.11,598,40.03,11.65550175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1236","SP1236",4617,2017,"SP1","PIPO",1,NA,0.258,NA,692,469.5,28.39,10.23,0.11,598,40.03,11.94149032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.258,NA,692,469.5,28.39,10.23,0.11,598,40.03,11.94149032,NA,NA,NA,NA,NA,0.258,NA,692,469.5,28.39,10.23,0.11,598,40.03,11.94149032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SP1237","SP1237",4618,2017,"SP1","PIPO",1,NA,0.315,NA,692,469.5,28.39,10.23,0.11,598,40.03,12.8231862,0.48211551946846,0.973430146363525,6.49725335429769,2.96714981816485,3.34249884696017,3.50418215743646,991.381571923821,953.445665515824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315,NA,692,469.5,28.39,10.23,0.11,598,40.03,12.8231862,0.48211551946846,0.973430146363525,6.49725335429769,2.96714981816485,NA,0.315,NA,692,469.5,28.39,10.23,0.11,598,40.03,12.8231862,0.48211551946846,0.973430146363525,6.49725335429769,2.96714981816485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189
"SP1238","SP1238",4619,2017,"SP1","PIPO",1,NA,0.35,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,NA,NA,NA,NA,NA,0.35,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1252","SP1252",4620,2017,"SP1","PIPO",1,NA,0.27,NA,692,469.5,28.39,10.23,0.11,598,40.03,14.18832794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,692,469.5,28.39,10.23,0.11,598,40.03,14.18832794,NA,NA,NA,NA,NA,0.27,NA,692,469.5,28.39,10.23,0.11,598,40.03,14.18832794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424
"SP1334","SP1334",4621,2017,"SP1","PIPO",0,0.726461664299763,0.343,NA,692,469.5,28.39,10.23,0.11,598,40.03,22.44851974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726461664299763,0.343,NA,692,469.5,28.39,10.23,0.11,598,40.03,22.44851974,NA,NA,NA,NA,0.726461664299763,0.343,NA,692,469.5,28.39,10.23,0.11,598,40.03,22.44851974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1D20","SP1D20",4622,2017,"SP1","PIPO",1,NA,0.394,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,NA,NA,NA,NA,NA,0.394,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1DT0","SP1DT0",4623,2017,"SP1","PIPO",1,0.728700127604653,0.263,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.728700127604653,0.263,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,NA,NA,NA,NA,0.728700127604653,0.263,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1DT1","SP1DT1",4624,2017,"SP1","PIPO",1,0.330420147988335,0.347,NA,692,469.5,28.39,10.23,0.11,598,40.03,4.166987888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.330420147988335,0.347,NA,692,469.5,28.39,10.23,0.11,598,40.03,4.166987888,NA,NA,NA,NA,0.330420147988335,0.347,NA,692,469.5,28.39,10.23,0.11,598,40.03,4.166987888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1DT2","SP1DT2",4625,2017,"SP1","PIPO",1,NA,0.361,NA,692,469.5,28.39,10.23,0.11,598,40.03,20.56519283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361,NA,692,469.5,28.39,10.23,0.11,598,40.03,20.56519283,NA,NA,NA,NA,NA,0.361,NA,692,469.5,28.39,10.23,0.11,598,40.03,20.56519283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1DT3","SP1DT3",4626,2017,"SP1","PIPO",1,1.10027399032532,0.388,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10027399032532,0.388,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,NA,NA,NA,NA,1.10027399032532,0.388,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1DT4","SP1DT4",4627,2017,"SP1","PIPO",1,0.00788252855686888,0.321,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00788252855686888,0.321,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,NA,NA,NA,NA,0.00788252855686888,0.321,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077
"SP1DT5","SP1DT5",4628,2017,"SP1","PIPO",1,NA,0.343,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,0.870164664246628,1.23570921395248,6.68094743589744,4.15558284119788,7.99868717948718,12.1463490331095,2491.17383738227,3366.36295309934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,0.870164664246628,1.23570921395248,6.68094743589744,4.15558284119788,NA,0.343,NA,692,469.5,28.39,10.23,0.11,598,40.03,NA,0.870164664246628,1.23570921395248,6.68094743589744,4.15558284119788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.226
"SP1DT6","SP1DT6",4629,2017,"SP1","PIPO",1,NA,0.249,NA,692,469.5,28.39,10.23,0.11,598,40.03,3.135627546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.249,NA,692,469.5,28.39,10.23,0.11,598,40.03,3.135627546,NA,NA,NA,NA,NA,0.249,NA,692,469.5,28.39,10.23,0.11,598,40.03,3.135627546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SR1002","SR1002",4630,2017,"SR1","CADE",1,0.349267930880019,0.395,NA,767,502,32.66,12.91,0.08,660.8,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.349267930880019,0.395,NA,767,502,32.66,12.91,0.08,660.8,59.39,NA,NA,NA,NA,NA,0.349267930880019,0.395,NA,767,502,32.66,12.91,0.08,660.8,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SR1576","SR1576",4631,2017,"SR1","CADE",0,0.767975709788533,0.354,NA,767,502,32.66,12.91,0.08,660.8,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.767975709788533,0.354,NA,767,502,32.66,12.91,0.08,660.8,59.39,NA,NA,NA,NA,NA,0.767975709788533,0.354,NA,767,502,32.66,12.91,0.08,660.8,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SR1586","SR1586",4632,2017,"SR1","PILA",0,1.32958217710687,0.227,NA,767,502,32.66,12.91,0.08,660.8,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32958217710687,0.227,NA,767,502,32.66,12.91,0.08,660.8,59.39,NA,NA,NA,NA,NA,1.32958217710687,0.227,NA,767,502,32.66,12.91,0.08,660.8,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SR1706","SR1706",4633,2017,"SR1","PIPO",0,0.280241344132139,0.518,NA,767,502,32.66,12.91,0.08,660.8,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.280241344132139,0.518,NA,767,502,32.66,12.91,0.08,660.8,59.39,NA,NA,NA,NA,NA,0.280241344132139,0.518,NA,767,502,32.66,12.91,0.08,660.8,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SR1760","SR1760",4634,2017,"SR1","CADE",0,1.54407953128351,0.413,NA,767,502,32.66,12.91,0.08,660.8,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54407953128351,0.413,NA,767,502,32.66,12.91,0.08,660.8,59.39,NA,NA,NA,NA,NA,1.54407953128351,0.413,NA,767,502,32.66,12.91,0.08,660.8,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1050","TJ1050",4635,2017,"TJ1","PIJE",0,0.918802885444152,0.216,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.918802885444152,0.216,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,0.918802885444152,0.216,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1063","TJ1063",4636,2017,"TJ1","PICO",0,1.11628661516504,0.261,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11628661516504,0.261,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,1.11628661516504,0.261,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1075","TJ1075",4637,2017,"TJ1","PIJE",0,0.725845051837176,0.216,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725845051837176,0.216,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,0.725845051837176,0.216,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1095","TJ1095",4638,2017,"TJ1","PIJE",0,1.14622444322291,0.341,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14622444322291,0.341,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,1.14622444322291,0.341,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1102","TJ1102",4639,2017,"TJ1","PIJE",0,1.35020131195598,0.352,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35020131195598,0.352,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,1.35020131195598,0.352,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJ1105","TJ1105",4640,2017,"TJ1","PIJE",0,0.780256289981093,0.424,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.780256289981093,0.424,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,0.780256289981093,0.424,NA,476,388,26.09,8.02,1.15,480.3,39.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
