"","ID","TotID","Year","Plot","SPP","Status","RWI.x","gini.x","PmET.x","CMD.x","tCWD.x","mTMX.x","mTMN.x","tPPT.x","TerraDEF.x","TerraPDSI.x","cindex.x","mHSF.x","sdHSF.x","mLumenLength.x","sdLumenLength.x","mdblwall.x","sddblwall.x","mHSFsl.x","sdHSFsl.x","c(TotID)","RWI","gini","PmET","CMD","tCWD","mTMX","mTMN","tPPT","TerraDEF","TerraPDSI","cindex","mHSF","sdHSF","mLumenLength","sdLumenLength","mdblwall","sddblwall","mHSFsl","sdHSFsl","RWI.x1","gini.x1","PmET.x1","CMD.x1","tCWD.x1","mTMX.x1","mTMN.x1","tPPT.x1","TerraDEF.x1","TerraPDSI.x1","cindex.x1","mHSF.x1","sdHSF.x1","mLumenLength.x1","sdLumenLength.x1","RWI.x2","gini.x2","PmET.x2","CMD.x2","tCWD.x2","mTMX.x2","mTMN.x2","tPPT.x2","TerraDEF.x2","TerraPDSI.x2","cindex.x2","mHSF.x2","sdHSF.x2","mLumenLength.x2","sdLumenLength.x2","RWIDEF","RWIDEF1","RWIPET","RWIPET1","RWICWD","RWICWD1","RWICMD","RWICMD1","RWIPDSI","RWIPDSI1","RWITMN","RWITMN1","mHSFDEF","mHSFDEF1","mHSFPET","mHSFPET1","mHSFCWD","mHSFCWD1","mHSFCMD","mHSFCMD1","mHSFPDSI","mHSFPDSI1","mHSFTMN","mHSFTMN1","HSFgini"
"TJPDTX","TJPDTX",4675,2017,"TJP","PIJE",1,1.18942710775835,0.439,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18942710775835,0.439,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,1.18942710775835,0.439,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TJPOP1","TJPOP1",4676,2017,"TJP","PIPO",0,0.738292136879442,0.407,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.738292136879442,0.407,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,0.738292136879442,0.407,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJPOP2","TJPOP2",4677,2017,"TJP","PIJE",0,0.838591771045501,0.321,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838591771045501,0.321,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,0.838591771045501,0.321,NA,510,440.7,27.39,7.99,1.14,531.4,41.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TP1001","TP1001",4678,2017,"TP1","PIPO",0,1.1041888217188,0.188,NA,718,501.1,31.83,12.98,0.43,477.5,48.82,2.400059077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1041888217188,0.188,NA,718,501.1,31.83,12.98,0.43,477.5,48.82,2.400059077,NA,NA,NA,NA,1.1041888217188,0.188,NA,718,501.1,31.83,12.98,0.43,477.5,48.82,2.400059077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TP1D10","TP1D10",4679,2017,"TP1","PIPO",1,0.392761456170377,0.126,NA,718,501.1,31.83,12.98,0.43,477.5,48.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392761456170377,0.126,NA,718,501.1,31.83,12.98,0.43,477.5,48.82,NA,NA,NA,NA,NA,0.392761456170377,0.126,NA,718,501.1,31.83,12.98,0.43,477.5,48.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1062","SP1062",4474,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227742299898504,0.453959480600092,8.52468448275862,2.97502103773404,2.49553390804598,2.45116308738981,653.974894362137,614.616596360381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227742299898504,0.453959480600092,8.52468448275862,2.97502103773404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227742299898504,0.453959480600092,8.52468448275862,2.97502103773404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156
"SP1073","SP1073",4330,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31878211549521,0.533687430777334,8.73815313901345,4.86108993243438,2.2923466367713,2.02484130777829,2644.96295159876,2669.5495877233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31878211549521,0.533687430777334,8.73815313901345,4.86108993243438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31878211549521,0.533687430777334,8.73815313901345,4.86108993243438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12
"SP1087","SP1087",3894,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195611493374131,0.179780077720836,45.0815895470383,14.4970009061701,14.5140363530778,5.51211499945982,6691.05918446083,4790.35449016583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195611493374131,0.179780077720836,45.0815895470383,14.4970009061701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195611493374131,0.179780077720836,45.0815895470383,14.4970009061701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207
"SP1110","SP1110",4043,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619716234040383,1.51057463230054,5.69371549295775,4.27015765922258,3.18234366197183,3.98738224960344,1580.13477691236,2426.84057382328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619716234040383,1.51057463230054,5.69371549295775,4.27015765922258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619716234040383,1.51057463230054,5.69371549295775,4.27015765922258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075
"SJP092","SJP092",4466,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541142535733384,0.886785342128101,20.8431888888889,16.5064430362416,10.5862838709677,7.34791339098587,7121.6738873382,7231.71235383236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541142535733384,0.886785342128101,20.8431888888889,16.5064430362416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541142535733384,0.886785342128101,20.8431888888889,16.5064430362416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154
"SJP093","SJP093",3304,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260834954914198,0.287061326811137,26.9241618347339,11.930229464851,10.7896601890756,6.14897981417622,7031.1733911352,8478.98142779545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260834954914198,0.287061326811137,26.9241618347339,11.930229464851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260834954914198,0.287061326811137,26.9241618347339,11.930229464851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049
"SJM114","SJM114",4451,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44982798427923,5.57305907502684,6.25873832213398,4.18139156181815,5.25750146609652,12.8738770470459,1584.1700477464,1806.01983105428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44982798427923,5.57305907502684,6.25873832213398,4.18139156181815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44982798427923,5.57305907502684,6.25873832213398,4.18139156181815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TJM319","TJM319",4527,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07757618348002,15.8250937045152,6.97086980410893,3.68413314510565,8.26896526516961,18.5900478802889,924.564339405352,900.224691331649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07757618348002,15.8250937045152,6.97086980410893,3.68413314510565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07757618348002,15.8250937045152,6.97086980410893,3.68413314510565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TJM498","TJM498",4528,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0011951452912,6.18789652659676,8.28982229601518,4.01141138698519,5.49810332068311,13.5344369751424,2063.59714160167,1656.30620753384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0011951452912,6.18789652659676,8.28982229601518,4.01141138698519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0011951452912,6.18789652659676,8.28982229601518,4.01141138698519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"RP1804","RP1804",4144,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265624798649838,0.314104972253245,30.2719135278515,15.7018666773881,12.0024809018568,7.89398969012328,8454.70059388012,10718.9654228414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265624798649838,0.314104972253245,30.2719135278515,15.7018666773881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265624798649838,0.314104972253245,30.2719135278515,15.7018666773881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153
"PRM004","PRM004",4400,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229830887561612,0.323926691108006,38.6395893081761,10.0122471092598,15.1279542976939,6.1310853527767,4801.27906650151,3005.02739238958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229830887561612,0.323926691108006,38.6395893081761,10.0122471092598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229830887561612,0.323926691108006,38.6395893081761,10.0122471092598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117
"PRM010","PRM010",4401,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136282388161303,0.262236871898231,39.2703626415094,15.5236693421349,7.20782452830189,5.1038502983304,22126.2709177104,15963.2506395514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136282388161303,0.262236871898231,39.2703626415094,15.5236693421349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136282388161303,0.262236871898231,39.2703626415094,15.5236693421349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143
"PRM011","PRM011",4402,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.140727192353086,0.188627588659618,36.9284225845411,12.8164602143072,8.55682644927536,5.31864064723103,9816.13713973304,9733.91632235476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.140727192353086,0.188627588659618,36.9284225845411,12.8164602143072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.140727192353086,0.188627588659618,36.9284225845411,12.8164602143072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131
"PRM012","PRM012",4403,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17585645340669,0.188490873165018,35.6253128668172,14.6003932992329,10.7780769751693,7.48207243623692,10686.9280404716,10996.5385401492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17585645340669,0.188490873165018,35.6253128668172,14.6003932992329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17585645340669,0.188490873165018,35.6253128668172,14.6003932992329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085
"SJ1OZ3","SJ1OZ3",4449,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86970763379457,10.626581583542,5.69088428343101,4.05307539679903,12.3554210708578,31.4903223102642,1062.47400964931,1355.63129776411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86970763379457,10.626581583542,5.69088428343101,4.05307539679903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86970763379457,10.626581583542,5.69088428343101,4.05307539679903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SJ1OZ4","SJ1OZ4",4450,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4447316306354,8.0607294801816,5.04498287243533,3.1053495656781,4.82985655664585,14.6343990879967,2392.77253891605,2694.59908589016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4447316306354,8.0607294801816,5.04498287243533,3.1053495656781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4447316306354,8.0607294801816,5.04498287243533,3.1053495656781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SJ1P35","SJ1P35",3867,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305907150919969,0.275904358611912,41.3315646575342,14.8053783098702,19.3543938812785,6.00961622687377,4223.77582357069,4004.41706278574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305907150919969,0.275904358611912,41.3315646575342,14.8053783098702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305907150919969,0.275904358611912,41.3315646575342,14.8053783098702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045
"SJ1P36","SJ1P36",4305,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222732057928762,0.11807848688679,34.9088605233853,9.04970402279197,14.2595365256125,4.8741241973571,5510.57212878866,3870.39185226304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222732057928762,0.11807848688679,34.9088605233853,9.04970402279197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222732057928762,0.11807848688679,34.9088605233853,9.04970402279197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SJM086","SJM086",4306,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300069070054084,0.208642700133912,36.9418749244713,11.8090102806831,18.8607628398792,5.88248070892609,4645.6762307735,2006.54181685011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300069070054084,0.208642700133912,36.9418749244713,11.8090102806831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300069070054084,0.208642700133912,36.9418749244713,11.8090102806831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054
"SJP81D","SJP81D",4180,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.813617982473778,1.72425952816885,5.09201816239316,2.99877725035551,3.20239508547009,3.66655383501914,1645.00184407286,1728.88065273197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.813617982473778,1.72425952816885,5.09201816239316,2.99877725035551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.813617982473778,1.72425952816885,5.09201816239316,2.99877725035551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193
"SP1D24","SP1D24",4342,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55988306133028,2.30385502186453,5.7714625,3.66748757641153,8.52957375,6.60306142439744,928.907919596133,876.194508644496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55988306133028,2.30385502186453,5.7714625,3.66748757641153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55988306133028,2.30385502186453,5.7714625,3.66748757641153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157
"SR1782","SR1782",3772,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328796744854905,0.370654696938613,32.9448843137255,18.2713813559594,13.4089254901961,7.65928749988571,10123.6425045867,10281.3295507554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328796744854905,0.370654696938613,32.9448843137255,18.2713813559594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328796744854905,0.370654696938613,32.9448843137255,18.2713813559594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105
"TJPDT1","TJPDT1",4540,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61678973843193,14.3226155100712,4.91739064928853,3.82232524281699,11.3527504723185,25.9012304798167,913.297407400046,1344.29861044855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61678973843193,14.3226155100712,4.91739064928853,3.82232524281699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61678973843193,14.3226155100712,4.91739064928853,3.82232524281699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
